Establishment_id,Name,Category,City,State,Zip,Address_line_1,Address_line_2,Type,location_1,Zip Codes,Distance_to_McKeldin
1,301 BP,Gas Station Store,BRANDYWINE,MD,20613,14807 CRAIN HWY,,Food Establishments,POINT (-76.872392 38.685163),9221,21.114355846789238
2,A&D BUFFALO,Carry-out,WEST HYATTSVILLE,MD,20782,3500 EAST WEST HWY,FC 9,Food Establishments,POINT (-76.958574 38.966903),8789,1.5006460185474981
3,A-1 LIQUOR AND RESTAURANT,Full Service,LANHAM-SEABROOK,MD,20706,7910 MARTIN LUTHER KING JR HWY,,Food Establishments,POINT (-76.868849 38.931458),15994,5.565334249279728
4,ACAPULCO SPIRIT,Full Service,WEST HYATTSVILLE,MD,20782,3100 HAMILTON ST,,Food Establishments,POINT (-76.96319 38.956102),8789,2.277403110600616
5,ACCOKEEK ACADEMY I,Public School,ACCOKEEK,MD,20607,14400 BERRY RD,,Food Establishments,POINT (-76.980676 38.687531),8834,20.673178075504012
6,ACCOKEEK ACADEMY II,Public School,ACCOKEEK,MD,20607,14600 BERRY RD,,Food Establishments,POINT (-76.979803 38.685156),8834,20.832011276706776
7,ACCOKEEK EXXON,Gas Station Store,ACCOKEEK,MD,20607,15797 LIVINGSTON RD,,Food Establishments,POINT (-77.010294 38.670031),8834,22.073211111849652
8,ACCOKEEK SEAFOOD RESTAURANT,Restaurant,ACCOKEEK,MD,20607,15790 LIVINGSTON RD,,Food Establishments,POINT (-77.009748 38.669918),8834,22.076230063354906
10,ACE SUSHI @ GIANT FOOD 310,Grocery Store,BOWIE,MD,20715,15520 ANNAPOLIS RD,,Food Establishments,POINT (-76.734892 38.979432),16435,11.324920278273394
11,AFRICARIB,Carry-out,FORT WASHINGTON,MD,20744,946 EAST SWAN CREEK RD,,Food Establishments,POINT (-76.992488 38.72495),15572,18.183398537060732
12,AFTER 12 AFRICAN CARRYOUT,Carry-out,LANDOVER,MD,20785,7523 LANDOVER RD,,Food Establishments,POINT (-76.885982 38.926636),31451,5.182616642185736
13,AGAMA KITCHEN AND RESTAURANT,Full Service,BLADENSBURG,MD,20710,5640 ANNAPOLIS RD,,Food Establishments,POINT (-76.918268 38.939463),16001,3.515557167873438
14,ALADDIN SIZZLER,Carry-out,MOUNT RAINIER,MD,20712,3231 RHODE ISLAND AVE,,Food Establishments,POINT (-76.96231 38.935651),16003,3.5906451224647973
15,ALAMO MEXICAN RESTAURANT,Full Service,RIVERDALE,MD,20737,5508 KENILWORTH AVE,,Food Establishments,POINT (-76.921605 38.957312),15302,2.344038356941762
16,THYME CATERING 2,Carry-out,UPPER MARLBORO,MD,20772,14735 MAIN ST,,Food Establishments,POINT (-76.751282 38.816495),17002,15.675368002155476
18,SUBWAY,Fast Food,TEMPLE HILLS,MD,20748,7071 ALLENTOWN RD,,Food Establishments,POINT (-76.92678 38.793548),15817,13.307396834285202
19,SARITA'S CHICKEN & RESTAURANT,Full Service,LAUREL,MD,20707,15101 BALTIMORE AVE,,Food Establishments,POINT (-76.847369 39.097284),15996,9.307303462490802
20,AL'S DELI SUPREME,Carry-out,UPPER MARLBORO,MD,20772,14703 MAIN ST,,Food Establishments,POINT (-76.751782 38.816332),17002,15.665824595309934
21,ALTERNATIVE SCHOOL COMPLEX,Public School,BLADENSBURG,MD,20710,5150 ANNAPOLIS RD,,Food Establishments,POINT (-76.930795 38.93955),16001,3.290628598980714
22,America's Best Pizza & Wings,Fast Food,LANDOVER,MD,20785,7519 LANDOVER RD,,Food Establishments,POINT (-76.886014 38.926632),31451,5.181776327426492
23,AMERICAN BUFFALO WINGS & FISH,Carry-out,TEMPLE HILLS,MD,20748,7075 ALLENTOWN RD,,Food Establishments,POINT (-76.92675 38.793545),15817,13.307723137421394
24,AMERICAN LEGION BELTWAY POST 172,Private Club,GLENARDEN,MD,20706,7105 CIPRIANO RD,,Food Establishments,POINT (-76.854091 38.988207),15994,4.90054264400205
25,AMERICAN LEGION COLMAR MANOR POST 131,Private Club,BRENTWOOD,MD,20722,4103 LAWRENCE ST,,Food Establishments,POINT (-76.945023 38.933654),17161,3.6062766342582524
26,AMERICAN LEGION DISNEY BELL POST 66,Private Club,BOWIE,MD,20720,9605 OLD LAUREL BOWIE RD,,Food Establishments,POINT (-76.78572 39.022335),15999,8.936888251139834
27,AMERICAN LEGION GREENBELT POST 136,Private Club,GREENBELT,MD,20770,6900 GREENBELT RD,,Food Establishments,POINT (-76.887955 38.995804),16242,3.1492272136524524
28,AMERICAN LEGION POST 108,Private Club,LANDOVER,MD,20785,3608 LEGION DR,,Food Establishments,POINT (-76.913926 38.932869),31451,4.026440267184353
29,AMERICAN LEGION POST 248,Private Club,TEMPLE HILLS,MD,20748,5600 JANICE LN,,Food Establishments,POINT (-76.951352 38.812465),15817,11.970721765204008
30,AMERICAN LEGION POST 259,Private Club,CLINTON,MD,20735,9122 PISCATAWAY RD,,Food Establishments,POINT (-76.900731 38.76484),15298,15.437331156811522
31,AMERICAN LEGION POST 275,Private Club,LANHAM-SEABROOK,MD,20706,8201 MARTIN LUTHER KING JR HWY,,Food Establishments,POINT (-76.864207 38.934191),15994,5.630813499500645
32,AMERICAN LEGION POST 60,Private Club,LAUREL,MD,20707,2 MAIN ST,,Food Establishments,POINT (-76.840287 39.101586),15996,9.768367781622342
33,AMERICAN RESCUE WORKERS,Group Home,CAPITOL HEIGHTS,MD,20743,716 RITCHIE RD,,Food Establishments,POINT (-76.858227 38.878272),15568,8.777622916620421
34,AMERICA'S BEST BISTRO,Carry-out,TEMPLE HILLS,MD,20748,4277 BRANCH AVE,,Food Establishments,POINT (-76.941646 38.833224),15817,10.535597663855482
35,AMERICA'S BEST WINGS,Fast Food,LANDOVER,MD,20785,7007 MARTIN LUTHER KING JR HWY,,Food Establishments,POINT (-76.88486 38.914974),31451,5.871775050056352
36,AMERICA'S BEST WINGS,Fast Food,GREENBELT,MD,20770,8841 GREENBELT RD,,Food Establishments,POINT (-76.852711 38.990913),15994,4.984084719798543
37,AMERICA'S BEST WINGS,Fast Food,LANHAM,MD,20706,9435 ANNAPOLIS RD,,Food Establishments,POINT (-76.843502 38.965009),15994,5.656262789088678
38,AMERICA'S BEST WINGS,Fast Food,UPPER MARLBORO,MD,20774,966 LARGO CENTER DR,,Food Establishments,POINT (-76.837717 38.90145),8340,8.210147783375369
39,AMERICA'S BEST WING'S,Fast Food,Camp Springs,MD,20748,7126 TEMPLE HILL RD,,Food Establishments,POINT (-76.928404 38.792397),15572,13.380411722945055
40,AMERICAS BEST WINGS & BURGER,Fast Food,DISTRICT HEIGHTS,MD,20747,5422 SILVER HILL RD,,Food Establishments,POINT (-76.913088 38.852473),15814,9.366117670085957
41,AMET CAFE,Carry-out,WEST HYATTSVILLE,MD,20782,6525 BELCREST RD,,Food Establishments,POINT (-76.95383 38.969529),8789,1.2259423016735973
42,AMF MARLOW HEIGHTS LANES,Snack Bar/Concession Stand,TEMPLE HILLS,MD,20748,4717 ST BARNABAS RD,,Food Establishments,POINT (-76.947521 38.824584),15817,11.13075078692042
43,ANDREWS RESTAURANT,Restaurant,SUITLAND,MD,20746,6407 SUITLAND RD,,Food Establishments,POINT (-76.895252 38.829488),15577,11.12070166093131
44,ANGEL'S CARRYOUT,Full Service,LANDOVER,MD,20785,6431 LANDOVER RD,,Food Establishments,POINT (-76.902885 38.931707),31451,4.3765281589090685
45,ANTIOCH BAPTIST CHURCH OF CLINTON,Church/Temple/Mosque,CLINTON,MD,20735,9107 PINE VIEW LN,,Food Establishments,POINT (-76.888348 38.764547),15298,15.57455248968271
46,ANTONIOS PIZZA,Carry-out,FORT WASHINGTON,MD,20744,742 CADY DR,,Food Establishments,POINT (-76.996267 38.75963),15572,15.85268879006764
47,APPLEBEE'S,Full Service,DISTRICT HTS,MD,20747,3447 DONNELL DR,,Food Establishments,POINT (-76.884788 38.844269),15814,10.297952519402314
48,APPLEBEE'S,Full Service,BOWIE,MD,20716,4100 CRAIN HWY,,Food Establishments,POINT (-76.718132 38.946297),16438,12.523355380190104
49,APPLEBEE'S,Full Service,SPRINGDALE,MD,20774,1000 LARGO CENTER DR,,Food Establishments,POINT (-76.837558 38.902716),8340,8.154436304857995
50,APPLEBEE'S,Full Service,LAUREL,MD,20707,13600 BALTIMORE AVE,,Food Establishments,POINT (-76.868105 39.076438),15996,7.4917106090270424
51,APPLEBEE'S,Full Service,COLLEGE PARK,MD,20740,7242 BALTIMORE AVE,,Food Establishments,POINT (-76.937981 38.979286),15305,0.5965873096402404
52,ARBOR RIDGE,Health Care Facility,SILVER SPRING,MD,20904,3160 GRACEFIELD RD,,Food Establishments,POINT (-76.95081 39.056043),32848,4.846186271173972
53,ARBYS,Fast Food,CLINTON,MD,20735,8921 WOODYARD RD,,Food Establishments,POINT (-76.889072 38.766887),15298,15.408609758564992
54,ARBY'S 6773 6773,Fast Food,BELTSVILLE,MD,20705,10425 BALTIMORE AVE,,Food Establishments,POINT (-76.918466 39.02722),15750,3.1877445888546863
55,ARBYS,Fast Food,UPPER MARLBORO,MD,20772,4800 CRAIN HWY,,Food Establishments,POINT (-76.735725 38.823222),17002,15.915239426929185
56,ARBYS 7126,Fast Food,DISTRICT HTS,MD,20747,3317 DONNELL DR,,Food Establishments,POINT (-76.885024 38.84712),15814,10.10742349163624
57,ARBYS 272,Fast Food,LAUREL,MD,20707,225 GORMAN AVE,,Food Establishments,POINT (-76.849253 39.097914),15996,9.286554195155674
58,ARBYS,Fast Food,HYATTSVILLE,MD,20783,2001 UNIVERSITY BLVD,,Food Establishments,POINT (-76.978658 38.983604),10889,1.815456598416488
59,ARDMORE CARRYOUT,Carry-out,LANDOVER,MD,20785,8307 ARDWICK-ARDMORE RD,,Food Establishments,POINT (-76.869611 38.942568),31451,5.046057783660571
60,ARDMORE ELEMENTARY SCHOOL,Public School,LARGO,MD,20774,9301 ARDWICK ARDMORE RD,,Food Establishments,POINT (-76.846325 38.936503),8340,6.317291070215415
61,AROY THAI RESTAURANT,Full Service,COLLEGE PARK,MD,20740,4511 COLLEGE AVE,,Food Establishments,POINT (-76.937057 38.981953),15305,0.5113652441435939
62,ASIAN CAFE,Carry-out,UPPER MARLBORO,MD,20772,5080 BROWN STATION RD,,Food Establishments,POINT (-76.764526 38.819949),17002,15.026506580548316
63,YUM CHEN,Carry-out,NEW CARROLLTON,MD,20784,6729 ANNAPOLIS RD,,Food Establishments,POINT (-76.902191 38.94297),10891,3.7570804992512112
64,ASIAN CARRYOUT,Carry-out,HYATTSVILLE,MD,20783,2506 UNIVERSITY BLVD,,Food Establishments,POINT (-76.966925 38.984621),10889,1.1801116959129831
65,ASIAN EXPRESS,Carry-out,BOWIE,MD,20716,3860 TOWN CENTER BLVD,,Food Establishments,POINT (-76.73403 38.943788),16438,11.731235123098017
66,ASIAN EXPRESS,Carry-out,CAPITOL HEIGHTS,MD,20743,7913 CENTRAL AVE,,Food Establishments,POINT (-76.869259 38.889026),15568,7.833721913927039
67,RASOI RESTAURANT,Full Service,COLLEGE PARK,MD,20740,8601 BALTIMORE AVE,,Food Establishments,POINT (-76.931822 38.995973),15305,0.9941359123166965
68,ASIAN RESTAURANT,Bar/Tavern/Lounge,TEMPLE HILLS,MD,20748,3210 BRANCH AVE,,Food Establishments,POINT (-76.953664 38.849064),15817,9.452691220656337
69,ASIAN RESTAURANT,Full Service,RIVERDALE,MD,20737,5401 KENILWORTH AVE,,Food Establishments,POINT (-76.922754 38.95554),15302,2.4165315202150484
70,ASIAN STAR RESTAURANT,Carry-out,FORT WASHINGTON,MD,20744,12758 OLD FORT RD,,Food Establishments,POINT (-76.987842 38.713083),15572,18.962085341908267
71,METRO TANDOOR,,NEW CARROLLTON,MD,20784,8500 ANNAPOLIS RD,E,Food Establishments,POINT (-76.86834 38.958385),10891,4.547825262045175
72,ATLANTA BREAD,,GREENBELT,MD,20770,5506 CHERRY WOOD LN,A,Food Establishments,POINT (-76.91187 38.998577),16242,1.988724813215616
73,ATLANTIC SUPERMARKET,Grocery Store,HYATTSVILLE,MD,20783,7901 NEW HAMPSHIRE AVE,,Food Establishments,POINT (-76.987575 38.989341),10889,2.3003653745003314
74,AUTH ROAD SHELL - SUBWAY,Gas Station Store,SUITLAND,MD,20746,5120 AUTH RD,,Food Establishments,POINT (-76.91902 38.822329),15577,11.372525288257258
75,AVALON ELEMENTARY SCHOOL,Public School,FORT WASHINGTON,MD,20744,7302 WEBSTER LN,,Food Establishments,POINT (-76.94242 38.790218),15572,13.50127357839655
76,AZTECA BAR & GRILL,Full Service,COLLEGE PARK,MD,20740,9505 BALTIMORE AVE,,Food Establishments,POINT (-76.9291 39.009268),15305,1.8248556498249127
77,B & G TAVERN,Carry-out,ACCOKEEK,MD,20607,14602 LIVINGSTON RD,,Food Establishments,POINT (-76.983736 38.685488),8834,20.82938307870978
78,B & J CARRYOUT,Carry-out,ACCOKEEK,MD,20607,15805 LIVINGSTON RD,,Food Establishments,POINT (-77.01245 38.670478),8834,22.061643147935133
80,BABE'S BOYS TAVERN,Bar/Tavern/Lounge,UPPER MARLBORO,MD,20772,15903 MARLBORO PIKE,,Food Establishments,POINT (-76.729859 38.824173),17002,16.095336729137674
81,INTERNATIONAL MASONRY INSTITUTE,,BOWIE,MD,20715,17101 SCIENCE DR,,Food Establishments,POINT (-76.706561 38.964693),16435,12.92602333525709
82,BADEN GROCERY,Convenience Store,BRANDYWINE,MD,20613,16709 BRANDYWINE RD,,Food Establishments,POINT (-76.779004 38.660905),9221,24.144798786065962
83,BADEN VOLUNTEER FIRE DEPARTMENT,Fire/Community Hall,BRANDYWINE,MD,20613,16608 BRANDYWINE RD,,Food Establishments,POINT (-76.778695 38.660636),9221,24.168224606721385
84,BAGEL PLACE OF COLLEGE PARK,Full Service,COLLEGE PARK,MD,20740,7423 BALTIMORE AVE,,Food Establishments,POINT (-76.937838 38.981915),15305,0.47794154187846627
85,BAJA FRESH / FRESHII,,FOREST HEIGHTS,MD,20745,186 WATERFRONT ST,,Food Establishments,POINT (-77.017101 38.7836),15574,14.487237258169353
86,RICO BAKERY,Bakery,HYATTSVILLE,MD,20782,3511 HAMILTON ST,,Food Establishments,POINT (-76.959135 38.95457),8789,2.292211314953001
88,BANGKOK GOLDEN THAI RESTAURANT,Restaurant,FORT WASHINGTON,MD,20744,9503 LIVINGSTON RD,,Food Establishments,POINT (-76.995386 38.759148),15572,15.877244063389787
89,BASIL PIZZA AND SUBS,Carry-out,HYATTSVILLE,MD,20783,9113 RIGGS RD,,Food Establishments,POINT (-76.971315 39.004162),10889,1.8913509904916703
90,BEIJING EXPRESS,Carry-out,ACCOKEEK,MD,20607,15901 INDIAN HEAD HWY,,Food Establishments,POINT (-77.00844 38.673231),8834,21.839436315519038
91,BEIJING HUNAN RESTAURANT,Restaurant,OXON HILL,MD,20745,6049 OXON HILL RD,,Food Establishments,POINT (-76.979737 38.80445),15574,12.657516792877255
92,BEIJING OF GREENBELT,Full Service,GREENBELT,MD,20770,131 CENTERWAY,,Food Establishments,POINT (-76.875676 39.001311),16242,3.883314380059547
93,BEIJING PALACE,Full Service,BLADENSBURG,MD,20710,4531 KENILWORTH AVE,,Food Establishments,POINT (-76.931628 38.944907),16001,2.9211477217972055
94,BEIJING CAFE,Carry-out,BOWIE,MD,20716,1324 CRAIN HWY,,Food Establishments,POINT (-76.718358 38.907311),16438,13.362517243414684
95,BELL STATION BP,Gas Station Store,GLENN DALE,MD,20769,12300 ANNAPOLIS RD,,Food Establishments,POINT (-76.793523 38.964579),16240,8.292068756364403
96,BELTSVILLE EATERY,Carry-out,BELTSVILLE,MD,20705,6802 INDUSTRIAL DR,201,Food Establishments,POINT (-76.890011 39.051504),15750,5.407239266508583
97,BELTSVILLE SEAFOOD & CRAB,Carry-out,BELTSVILLE,MD,20705,11624 BALTIMORE AVE,,Food Establishments,POINT (-76.902262 39.04479),15750,4.668124890778122
98,BELTSVILLE VOLUNTEER FIRE DEPARTMENT,Fire/Community Hall,BELTSVILLE,MD,20705,4911 PRINCE GEORGES AVE,,Food Establishments,POINT (-76.90862 39.038665),15750,4.132787292144192
99,BENJAMIN STODDERT MIDDLE SCHOOL,Public School,TEMPLE HILLS,MD,20748,2501 OLSON ST,,Food Establishments,POINT (-76.948416 38.83043),15817,10.728226842506412
100,BENJAMIN TASKER MIDDLE SCHOOL,Public School,BOWIE,MD,20715,4901 COLLINGTON RD,,Food Establishments,POINT (-76.746257 38.957173),16435,10.888087406791646
101,BENNETT CATERERS,Catering Only,CLINTON,MD,20735,7598 COMMERCE LN,,Food Establishments,POINT (-76.906128 38.785514),15298,13.983505634829491
102,LAS COMADRES RESTAURANT,Carry-out,RIVERDALE,MD,20737,5803 BALTIMORE AVE,,Food Establishments,POINT (-76.939874 38.958798),15302,1.892608878470952
103,BERWYN HEIGHTS ELEMENTARY SCHOOL,Public School,COLLEGE PARK,MD,20740,6200 PONTIAC ST,,Food Establishments,POINT (-76.910283 38.991607),15305,1.9132445113455379
104,BERWYN HEIGHTS TOWN CENTER,Fire/Community Hall,COLLEGE PARK,MD,20740,8701 57TH AVE,,Food Establishments,POINT (-76.91655 38.99306),15305,1.612168118506611
105,HARDYS BBQ,Carry-out,BOWIE,MD,20720,13600 OLD ANNAPOLIS RD,,Food Establishments,POINT (-76.770753 38.971618),16440,9.437591290651067
106,BEST WESTERN CAPITAL BELTWAY,Hotel,LANHAM-SEABROOK,MD,20706,5910 PRINCESS GARDEN PKWY,,Food Establishments,POINT (-76.863608 38.962047),15994,4.685726001360781
107,BESTWAY SUPERMARKET,Grocery Store,WEST HYATTSVILLE,MD,20782,3511 HAMILTON ST,,Food Establishments,POINT (-76.959135 38.95457),8789,2.292211314953001
108,BIG DADDY'S BBQ RESTAURANT,Full Service,GLENARDEN,MD,20706,9430 ANNAPOLIS RD,A & B,Food Establishments,POINT (-76.84268 38.964981),15994,5.699560356421339
109,BIG GUYS & COFFEE,,TEMPLE HILLS,MD,20748,3801 BRANCH AVE,A1,Food Establishments,POINT (-76.945776 38.838297),15817,10.184117548801384
110,Big Play Sports Grill,,COLLEGE PARK,MD,20740,7313 BALTIMORE AVE,A & B,Food Establishments,POINT (-76.93784 38.979746),15305,0.5776467562249851
111,TEXAS 202 BARBEQUE OF MARYLAND,Carry-out,BRANDYWINE,MD,20613,14125 BRANDYWINE RD,,Food Establishments,POINT (-76.849069 38.697083),9221,20.58692472006178
112,HIP HOP FISH AND CHICKEN,Fast Food,DISTRICT HTS,MD,20747,6100 MARLBORO PIKE,,Food Establishments,POINT (-76.902449 38.856134),15814,9.243524278462063
113,BLACK TIE Q INC,,CLINTON,MD,20735,9004 OLD BRANCH AVE,,Food Establishments,POINT (-76.898631 38.766456),15298,15.345281651623127
114,BLADENSBURG ELEMENTARY SCHOOL,Public School,BLADENSBURG,MD,20710,4915 ANNAPOLIS RD,,Food Establishments,POINT (-76.932224 38.939491),16001,3.2774822032922204
115,BLADENSBURG HIGH SCHOOL,Public School,BLADENSBURG,MD,20710,4200 57TH AVE,,Food Establishments,POINT (-76.917293 38.941945),16001,3.3830554638991717
116,BLADENSBURG VOLUNTEER FIRE DEPARTMENT AND RESCUE SQUAD INC L,Fire/Community Hall,BLADENSBURG,MD,20710,4213 EDMONSTON RD,,Food Establishments,POINT (-76.933897 38.941673),16001,3.1118456568312123
117,BLOWFISH SEAFOOD & SUSHI RESTAURANT,Full Service,BELTSVILLE,MD,20705,11436 CHERRY HILL RD,,Food Establishments,POINT (-76.951447 39.044455),15750,4.051525421920853
118,BOB EVANS RESTAURANT 290,Full Service,BOWIE,MD,20716,4308 CRAIN HWY,,Food Establishments,POINT (-76.717764 38.950289),16438,12.485224175524724
119,BOBBY MCKEYS DUELING PIANO BAR,Restaurant,OXON HILL,MD,20745,172 FLEET ST,,Food Establishments,POINT (-77.015864 38.782705),15574,14.529067496977222
120,BON POLLO,Carry-out,HYATTSVILLE,MD,20783,2065 UNIVERSITY BLVD,,Food Establishments,POINT (-76.976207 38.983579),10889,1.684221866914884
121,BOND 45,Restaurant,NATIONAL HARBOR,MD,20745,149 WATERFRONT ST,,Food Establishments,POINT (-77.016901 38.783863),15574,14.466868329980942
122,BONEFISH GRILL,Full Service,BRANDYWINE,MD,20613,15910 CRAIN HWY,,Food Establishments,POINT (-76.875789 38.675215),9221,21.7567961092152
123,BONO PIZZA,Full Service,RIVERDALE,MD,20737,5709 RIVERDALE RD,,Food Establishments,POINT (-76.918799 38.959176),15302,2.3255004771251624
124,BOSTON MARKET 705,Fast Food,GREENBELT,MD,20770,6228 GREENBELT RD,,Food Establishments,POINT (-76.909271 38.997558),16242,2.0873654277774167
125,BOSTON MARKET 2791,Fast Food,RIVERDALE,MD,20737,6121 KENILWORTH AVE,,Food Establishments,POINT (-76.91976 38.960861),15302,2.2019568593379804
126,BOWIE HIGH SCHOOL,Public School,BOWIE,MD,20715,15200 ANNAPOLIS RD,,Food Establishments,POINT (-76.7429 38.977205),16435,10.901693809958845
127,BOWIE STATE UNIVERSITY - THE PUB,College/University,BOWIE,MD,20715,14000 JERICHO PARK RD,,Food Establishments,POINT (-76.762928 39.016385),16435,10.026541633234672
129,BRADFORD OAKS CENTER,Health Care Facility,CLINTON,MD,20735,7520 SURRATTS RD,,Food Establishments,POINT (-76.875768 38.750598),15298,16.65810363906351
130,BRANCH SEAFOOD & SOULFOOD,Carry-out,TEMPLE HILLS,MD,20748,3216 BRANCH AVE,,Food Establishments,POINT (-76.953648 38.849042),15817,9.454164764254006
131,BRANCHVILLE VOLUNTEER FIRE COMPANY,Fire/Community Hall,COLLEGE PARK,MD,20740,4905 BRANCHVILLE RD,,Food Establishments,POINT (-76.926454 38.999129),15305,1.353854817536728
132,CHECKERS,Carry-out,BRANDYWINE,MD,20613,7511 CLYMER DR,,Food Establishments,POINT (-76.878643 38.671737),9221,21.967538458529106
133,BRANDYWINE VOLUNTEER FIRE DEPARTMENT,Fire/Community Hall,BRANDYWINE,MD,20613,14201 BRANDYWINE RD,,Food Establishments,POINT (-76.842653 38.696742),9221,20.699381790642057
134,BRIDGES OF LARGO,,LARGO,MD,20774,1401 MCCORMICK DR,,Food Establishments,POINT (-76.84472 38.908586),8340,7.595230581103934
135,BROADWAY DELI,Carry-out,GREENBELT,MD,20770,7855 WALKER DR,,Food Establishments,POINT (-76.894958 38.998834),16242,2.840674848981702
136,BUFFALO WILD WINGS,Full Service,COLLEGE PARK,MD,20740,10240 BALTIMORE AVE,,Food Establishments,POINT (-76.924347 39.022819),15305,2.778201196528253
137,BUFFALO WILD WINGS,Full Service,BOWIE,MD,20720,10601 MARTIN LUTHER KING JR HWY,,Food Establishments,POINT (-76.824499 38.955817),16440,6.816914346746527
155,Bugaboo Creek Steakhouse,,LARGO,MD,20774,1100 CAPITAL CENTRE BLVD,,Food Establishments,POINT (-76.845802 38.904094),8340,7.775933893471274
156,BYRNE MANOR KNIGHTS OF COLUMBUS,,OXON HILL,MD,20745,1501 SOUTHERN AVE,,Food Establishments,POINT (-76.981113 38.836959),15574,10.458323347428813
162,Cape Coast Cuisine,Full Service,BELTSVILLE,MD,20705,4939 HARFORD AVE,,Food Establishments,POINT (-76.907189 39.036108),15750,4.016967972126865
169,AMERICAN BUFFALO WINGS,,DISTRICT HTS,MD,20747,5728 SILVER HILL RD,,Food Establishments,POINT (-76.908979 38.853699),15814,9.326649412096794
172,EASTERN PANDA,Carry-out,LANHAM-SEABROOK,MD,20706,9442 LANHAM SEVERN RD,,Food Establishments,POINT (-76.845487 38.972962),15994,5.435963776168718
176,WINGSTOP 424,Fast Food,CLINTON,MD,20735,7706 OLD BRANCH AVE,,Food Establishments,POINT (-76.898269 38.783833),15298,14.167456676451172
177,Z-KABOB,Fast Food,LARGO,MD,20774,10426 CAMPUS WAY SOUTH,,Food Establishments,POINT (-76.822911 38.895158),8340,9.083985248358575
179,CORA L RICE ELEMENTARY SCHOOL,Public School,LANDOVER,MD,20785,950 NALLEY RD,,Food Establishments,POINT (-76.873778 38.903519),31451,6.860631962635794
189,Chesapeake Math & It South @ Berkshire,,DISTRICT HEIGHTS,MD,20747,6201 SURREY SQUARE LN,,Food Establishments,POINT (-76.899733 38.845927),15814,9.961986957405461
192,BOBO'S LAKE TROUT,Carry-out,CLINTON,MD,20735,9009 STUART LN,,Food Establishments,POINT (-76.885494 38.766197),15298,15.494135512896571
193,YIA YIA'S KITCHEN,Carry-out,BELTSVILLE,MD,20705,10413 BALTIMORE AVE,,Food Establishments,POINT (-76.918364 39.027289),15750,3.1944639950726588
196,SAVE-A-LOT,Grocery Store,TEMPLE HILLS,MD,20748,2346 IVERSON ST,,Food Establishments,POINT (-76.957699 38.83437),15817,10.477062749362307
200,BULLWINGS,Fast Food,CAPITOL HEIGHTS,MD,20743,72 RITCHIE RD,,Food Establishments,POINT (-76.861918 38.888035),15568,8.103894236485127
201,Brentwood Volunteer Fire Department Inc,Fire/Community Hall,BRENTWOOD,MD,20722,3716 RHODE ISLAND AVE,,Food Establishments,POINT (-76.957031 38.938348),17161,3.345088982156509
202,OLOCUILTA RESTAURANT,Carry-out,BELTSVILLE,MD,20705,10401 EWING RD,,Food Establishments,POINT (-76.911917 39.026992),15750,3.3475444243899446
203,BURGER DELITE,Fast Food,HYATTSVILLE,MD,20781,3301 KENILWORTH AVE,,Food Establishments,POINT (-76.93152 38.930106),8347,3.9195598518582506
204,BURGER KING 1153,Fast Food,OXON HILL,MD,20745,6150 OXON HILL RD,,Food Establishments,POINT (-76.97873 38.804555),15574,12.642448104991411
205,BURGER KING 1165,Fast Food,DISTRICT HTS,MD,20747,5730 SILVER HILL RD,,Food Establishments,POINT (-76.908689 38.853829),15814,9.321153305117859
206,BURGER KING 1154,Fast Food,COLLEGE PARK,MD,20740,8510 BALTIMORE AVE,,Food Establishments,POINT (-76.932019 38.995196),15305,0.9496984212736445
207,BURGER KING 1157,Fast Food,HYATTSVILLE,MD,20783,2208 UNIVERSITY BLVD,,Food Establishments,POINT (-76.97381 38.983952),10889,1.5533427357896112
208,BURGER KING 1166,Fast Food,ACCOKEEK,MD,20607,15785 LIVINGSTON RD,,Food Establishments,POINT (-77.008465 38.669727),8834,22.078408783004694
209,BURGER KING 1162,Fast Food,LANHAM-SEABROOK,MD,20706,8903 ANNAPOLIS RD,,Food Establishments,POINT (-76.863108 38.961194),15994,4.731865454784822
210,BURGER KING 1158,Fast Food,NEW CARROLLTON,MD,20784,6505 ANNAPOLIS RD,,Food Establishments,POINT (-76.906179 38.939639),10891,3.819009800782758
211,BURGER KING 1151,Fast Food,BELTSVILLE,MD,20705,10625 BALTIMORE AVE,,Food Establishments,POINT (-76.914263 39.030097),15750,3.4684939747145798
212,BURGER KING 1156,Fast Food,TEMPLE HILLS,MD,20748,3939 BRANCH AVE,,Food Establishments,POINT (-76.944222 38.836284),15817,10.323004165943571
213,BURGER KING 1160,Fast Food,BOWIE,MD,20715,6980 LAUREL BOWIE RD,,Food Establishments,POINT (-76.757336 38.985144),16435,10.107387985139285
214,BURGER KING 1152,Fast Food,LAUREL,MD,20707,14801 BALTIMORE AVE,,Food Establishments,POINT (-76.855356 39.09324),15996,8.836712639401192
215,BURGER KING 1155,Fast Food,BRENTWOOD,MD,20722,3933 BLADENSBURG RD,,Food Establishments,POINT (-76.948619 38.935932),17161,3.4544289010667972
216,BURGER KING 10792,Fast Food,OXON HILL,MD,20745,5141 INDIAN HEAD HWY,,Food Establishments,POINT (-77.000317 38.81973),15574,11.845213877418791
217,BUSBOYS AND POETS,Full Service,HYATTSVILLE,MD,20781,5331 BALTIMORE AVE,104,Food Establishments,POINT (-76.940293 38.954989),8347,2.1500069154893593
218,C & C CATERING,Catering Only,Upper Marlboro,MD,20774,575 Commerce DR,N,Food Establishments,POINT (-76.730367 38.879886),8340,13.686688086891904
