Establishment_id,Name,Category,City,State,Zip,Address_line_1,Address_line_2,Type,location_1,Zip Codes,Distance_to_McKeldin
387,DANNY'S SUB SHOP,Carry-out,OXON HILL,MD,20745,6258 OXON HILL RD,,Food Establishments,POINT (-76.988466 38.803473),15574,12.801750733678084
388,DANNY'S SUB SHOP,Carry-out,DISTRICT HTS,MD,20747,5848 SILVER HILL RD,,Food Establishments,POINT (-76.905246 38.856266),15814,9.198377624707224
389,DANNY'S SUB SHOP,Carry-out,LANHAM-SEABROOK,MD,20706,9900 GREENBELT RD,K,Food Establishments,POINT (-76.833085 38.991052),15994,6.039141961945106
390,GALICIA RESTAURANT AND CANTINA,Carry-out,FORT WASHINGTON,MD,20744,10907 FORT WASHINGTON RD,,Food Establishments,POINT (-76.996352 38.742847),15572,16.994665352685196
391,DASH IN,Gas Station Store,UPPER MARLBORO,MD,20772,15501 MARLBORO PIKE,,Food Establishments,POINT (-76.736667 38.823997),17002,15.841498183983484
392,DASH IN / CLINTON,Gas Station Store,CLINTON,MD,20735,8228 WOODYARD RD,,Food Establishments,POINT (-76.866771 38.775992),15298,15.084608206573359
393,DASH IN FOOD STORE,Convenience Store,FORT WASHINGTON,MD,20744,11001 LIVINGSTON RD,,Food Establishments,POINT (-76.998361 38.741705),15572,17.090283270896595
394,DE RANCH RESTAURANT,Restaurant,LANDOVER,MD,20785,3511 MARYLAND AVE,,Food Establishments,POINT (-76.899567 38.93204),10891,4.452708369219237
395,DE SOUL RESTAURANT AND LOUNGE LLC,Bar/Tavern/Lounge,BRANDYWINE,MD,20613,7651 MATAPEAKE BUSINESS DR,404,Food Establishments,POINT (-76.871581 38.67482),9221,21.823746491298863
396,DEERFIELD RUN ELEMENTARY SCHOOL,Public School,LAUREL,MD,20708,13000 LAUREL BOWIE RD,,Food Establishments,POINT (-76.844713 39.071016),15999,7.975278398616782
397,SUITLAND BOWL,Restaurant,SUITLAND,MD,20746,4811 SILVER HILL RD,,Food Establishments,POINT (-76.924249 38.849096),15577,9.505586251793773
398,DEMATHA CATHOLIC HIGH SCHOOL,Private School,HYATTSVILLE,MD,20781,4313 MADISON ST,,Food Establishments,POINT (-76.94212 38.958185),8347,1.9206787376657817
400,DESSERTS BY GERARD,Bakery,OXON HILL,MD,20745,6341 LIVINGSTON RD,,Food Establishments,POINT (-76.988199 38.802404),15574,12.871650841281319
401,DISTRICT HEIGHTS ELEMENTARY SCHOOL,Public School,DISTRICT HTS,MD,20747,2200 COUNTY RD,,Food Establishments,POINT (-76.898862 38.858869),15814,9.111801636290688
402,DOCTORS HOSPITAL INC,Health Care Facility,LANHAM-SEABROOK,MD,20706,8118 GOOD LUCK RD,,Food Establishments,POINT (-76.864641 38.980428),15994,4.346907522855177
403,DODGE PARK ELEMENTARY SCHOOL,Public School,LANDOVER,MD,20785,3401 HUBBARD RD,,Food Establishments,POINT (-76.877101 38.931758),31451,5.231284565743073
404,DODGE PARK SUNOCO,Gas Station Store,CHEVERLY,MD,20785,7620 LANDOVER RD,,Food Establishments,POINT (-76.883953 38.927041),31451,5.228691024754475
405,Jodeem Food Express,Carry-out,GREENBELT,MD,20770,6000 GREENBELT RD,57,Food Establishments,POINT (-76.911451 38.997945),16242,1.9904877809417514
406,CHIDO'S TEX-MEX GRILL,Full Service,LAUREL,MD,20707,14600 LAUREL PL,,Food Establishments,POINT (-76.860002 39.08983),15996,8.503598515620473
407,DOSWELL E BROOKS ELEMENTARY SCHOOL,Public School,CAPITOL HEIGHTS,MD,20743,1301 BROOKE RD,,Food Establishments,POINT (-76.909342 38.870683),15568,8.179811703081402
408,DP DOUGH,Carry-out,COLLEGE PARK,MD,20740,8145 BALTIMORE AVE,J,Food Establishments,POINT (-76.933698 38.99136),15305,0.7176082985150306
409,DR. HENRY A WISE HIGH SCHOOL CATERING KITCHEN,Public School,UPPER MARLBORO,MD,20772,12650 BROOKE LN,,Food Establishments,POINT (-76.786177 38.83325),17002,13.574336601967218
410,DR. HENRY A. WISE HIGH SCHOOL CAFETERIA,Public School,UPPER MARLBORO,MD,20772,12650 BROOKE LN,,Food Establishments,POINT (-76.786177 38.83325),17002,13.574336601967218
411,DREW-FREEMAN MIDDLE SCHOOL,Public School,SUITLAND,MD,20746,2600 BROOKS DR,,Food Establishments,POINT (-76.920556 38.85511),15577,9.120457967764773
412,DUCLAW BREWING COMPANY,Full Service,BOWIE,MD,20716,4000 TOWN CENTER BLVD,,Food Establishments,POINT (-76.734104 38.945009),16438,11.706684417899341
413,DUGUE'S DINER & CATERING,Fast Food,CLINTON,MD,20735,6577 COVENTRY WAY,,Food Establishments,POINT (-76.893536 38.783899),15298,14.210656542245715
414,DULCE VIDA BAKERY,Bakery,HYATTSVILLE,MD,20784,7519 ANNAPOLIS RD,,Food Establishments,POINT (-76.885831 38.950951),10891,3.9999651062246078
415,DULCE VIDA BAKERY,Bakery,HYATTSVILLE,MD,20782,6569 AGER RD,,Food Establishments,POINT (-76.978458 38.971171),10889,2.0660968587426463
416,DUMMS PIZZA AND SUBS,Carry-out,RIVERDALE,MD,20737,4704 RIVERDALE RD,,Food Establishments,POINT (-76.934879 38.961866),15302,1.748519976233816
417,DUNNS RIVER CARIBBEAN CAFE,Full Service,BELTSVILLE,MD,20705,11116 BALTIMORE AVE,,Food Establishments,POINT (-76.907003 39.035113),15750,3.963153682684348
418,DUTCH VILLAGE FARMERS MARKET THE KOUNTRY GRILLE,Grocery Store,UPPER MARLBORO,MD,20772,5030 BROWN STATION RD,,Food Establishments,POINT (-76.76497 38.820331),17002,14.990913161295147
419,DUVAL HIGH SCHOOL,Public School,LANHAM-SEABROOK,MD,20706,9880 GOOD LUCK RD,,Food Establishments,POINT (-76.837396 38.987513),15994,5.797891940425211
420,DUVAL HIGH SCHOOL (KITCHEN 2),,LANHAM-SEABROOK,MD,20706,9880 GOOD LUCK RD,,Food Establishments,POINT (-76.837396 38.987513),15994,5.797891940425211
421,DWIGHT EISENHOWER MIDDLE SCHOOL,Public School,LAUREL,MD,20708,13710 LAUREL BOWIE RD,197,Food Establishments,POINT (-76.848429 39.078714),15999,8.246106023777616
422,The Corner Lounge,Full Service,LARGO,MD,20774,105 ROBERT CRAIN HWY SOUTHEAST,,Food Establishments,POINT (-76.721926 38.895918),8340,13.530138005545137
423,EAST DELIGHT,Carry-out,BOWIE,MD,20715,6818 RACE TRACK RD,,Food Establishments,POINT (-76.728935 38.983449),16435,11.63769685666003
424,EAST MOON ASIAN BISTRO,Full Service,BOWIE,MD,20720,6107 HIGH BRIDGE RD,,Food Establishments,POINT (-76.773177 38.973616),16440,9.294060803601575
425,EAST RESTAURANT,Carry-out,OXON HILL,MD,20745,6369 LIVINGSTON RD,,Food Establishments,POINT (-76.988198 38.802404),15574,12.871641104320148
426,EASTERN 88,Carry-out,CLINTON,MD,20735,8791 BRANCH AVE,,Food Establishments,POINT (-76.87969 38.747451),15298,16.824142591887455
427,EASTERN BAZAR/AZTECA,Grocery Store,LAUREL,MD,20707,15101 BALTIMORE AVE,,Food Establishments,POINT (-76.847369 39.097284),15996,9.307303462490802
428,EASTERN CARRYOUT,Carry-out,TEMPLE HILLS,MD,20748,4532 ST BARNABAS RD,,Food Establishments,POINT (-76.944704 38.826816),15817,10.976021715634687
429,LEGENDS CHICKEN & GRILL,Full Service,NEW CARROLLTON,MD,20784,6401 ANNAPOLIS RD,,Food Establishments,POINT (-76.908066 38.938925),10891,3.8061125524797483
430,EASTERN CARRYOUT,Carry-out,DISTRICT HTS,MD,20747,6015 MARLBORO PIKE,,Food Establishments,POINT (-76.903189 38.856489),15814,9.209952427111766
431,EASTERN CARRYOUT,Carry-out,RIVERDALE,MD,20737,5723 RIVERDALE RD,,Food Establishments,POINT (-76.918626 38.959234),15302,2.3280122432556936
432,EASTERN CARRYOUT,Carry-out,SUITLAND,MD,20746,4807 ALLENTOWN RD,,Food Establishments,POINT (-76.889885 38.818893),15577,11.900273093244488
433,EASTERN RESTAURANT,Carry-out,ACCOKEEK,MD,20607,7045 BERRY RD,A2,Food Establishments,POINT (-77.014945 38.661136),8834,22.719465497790136
434,EASTERN RESTAURANT,Carry-out,ACCOKEEK,MD,20607,15789 LIVINGSTON RD,,Food Establishments,POINT (-77.009568 38.669906),8834,22.07551424905832
435,Tasty Carry out,Carry-out,OXON HILL,MD,20745,4915 INDIAN HEAD HWY,,Food Establishments,POINT (-77.001127 38.820968),15574,11.77370121521525
436,EBENEZER UNITED METHODIST CHURCH,Church/Temple/Mosque,LANHAM-SEABROOK,MD,20706,4912 WHITFIELD CHAPEL RD,,Food Establishments,POINT (-76.854009 38.945081),15994,5.655956300369558
437,EBONY INN,Carry-out,CAPITOL HEIGHTS,MD,20743,5367 SHERIFF RD,,Food Establishments,POINT (-76.918536 38.904769),15568,5.778361438109148
438,EDDIE LEONARD'S CARRYOUT,Carry-out,DISTRICT HEIGHTS,MD,20747,7603 MARLBORO PIKE,A,Food Establishments,POINT (-76.875373 38.845652),15814,10.380090096891282
439,DC CHARCOAL CHICKEN,Carry-out,TEMPLE HILLS,MD,20748,4306 ST BARNABAS RD,,Food Establishments,POINT (-76.94158 38.830079),15817,10.752568319027539
440,EDDIE LEONARD'S RESTAURANT,Carry-out,TEMPLE HILLS,MD,20748,7122 TEMPLE HILL RD,,Food Establishments,POINT (-76.928459 38.792536),15572,13.370646270867432
441,EDDIE'S CAFE,Carry-out,COLLEGE PARK,MD,20740,9823 RHODE ISLAND AVE,,Food Establishments,POINT (-76.921371 39.014015),15305,2.31944468712271
442,EDDIES CARRY OUT,Carry-out,FORT WASHINGTON,MD,20744,9116 LIVINGSTON RD,A,Food Establishments,POINT (-76.995161 38.764269),15572,15.527183878217713
443,EDDIE'S CARRY OUT,Carry-out,OXON HILL,MD,20745,6255 LIVINGSTON RD,,Food Establishments,POINT (-76.990373 38.804624),15574,12.742997845194086
444,EDDIES CARRYOUT,Carry-out,CAPITOL HEIGHTS,MD,20743,4850 MARLBORO PIKE,,Food Establishments,POINT (-76.929143 38.873115),15568,7.829468349809363
445,EDDIES PIZZA,Carry-out,CLINTON,MD,20735,8223 WOODYARD RD,,Food Establishments,POINT (-76.866406 38.776053),15298,15.086089143426754
446,EDDY'S CARRYOUT,Carry-out,BLADENSBURG,MD,20710,4909 57TH AVE,,Food Establishments,POINT (-76.915615 38.947951),16001,3.0628022681724723
447,EDDY'S CARRYOUT,Carry-out,MITCHELLVILLE,MD,20721,10216 LAKE ARBOR WAY,,Food Establishments,POINT (-76.829472 38.905387),17158,8.34549214773308
449,MILK & HONEY CAFE,Cafeteria,COLLEGE PARK,MD,20740,10280 BALTIMORE AVE,102,Food Establishments,POINT (-76.92378 39.023454),15305,2.8305888399862065
450,EINSTEIN BROTHERS BAGELS 1478,,LAUREL,MD,20707,14402 BALTIMORE AVE,,Food Establishments,POINT (-76.860036 39.087837),15996,8.387088015989926
451,EKO FOOD STORE,Grocery Store,HYATTSVILLE,MD,20782,6580 AGER RD,,Food Establishments,POINT (-76.978815 38.971321),10889,2.0778028193526747
452,EL AMATE 2 RESTAURANT,Full Service,HYATTSVILLE,MD,20783,2420 UNIVERSITY BLVD,,Food Establishments,POINT (-76.967468 38.984568),10889,1.2095414446475938
453,EL BUCANAS CAFE,Full Service,RIVERDALE,MD,20737,5409 KENILWORTH AVE,,Food Establishments,POINT (-76.922282 38.956319),15302,2.383045540593899
454,EL BUEN GUSTO,Full Service,HYATTSVILLE,MD,20783,8032 NEW HAMPSHIRE AVE,,Food Establishments,POINT (-76.987512 38.990911),10889,2.310563695065674
455,SUPER STORE INTERNATIONAL MARKET,Full Service,LAUREL,MD,20707,202 FORT MEADE RD,,Food Establishments,POINT (-76.841105 39.095084),15996,9.379456750187465
456,EL CHARRO RESTAURANT,Full Service,LAUREL,MD,20707,933 FAIRLAWN AVE,,Food Establishments,POINT (-76.854607 39.097397),15996,9.099686388132445
457,EL COMALITO,Full Service,RIVERDALE,MD,20737,6100 BALTIMORE AVE,,Food Establishments,POINT (-76.939509 38.961679),15302,1.6996631296455218
458,EL CORDOBES,Grocery Store,College Park,MD,20740,9933 RHODE ISLAND AVE,,Food Establishments,POINT (-76.920473 39.016853),15305,2.5104207481334386
459,EL DORADO CARRY OUT,Carry-out,HYATTSVILLE,MD,20783,2200 UNIVERSITY BLVD,,Food Establishments,POINT (-76.976178 38.983719),10889,1.6817616807779387
460,EL DORADO SEAFOOD,Carry-out,WEST HYATTSVILLE,MD,20782,6565 AGER RD,,Food Establishments,POINT (-76.978367 38.971062),10889,2.0655600107702607
461,EL GRAN CHAPPARRAL,Carry-out,NEW CARROLLTON,MD,20784,8307 ANNAPOLIS RD,,Food Establishments,POINT (-76.871801 38.956305),10891,4.443392564222625
462,EL NORTENO DELI,,NEW CARROLLTON,MD,20784,4600 COOPER LN,,Food Establishments,POINT (-76.904384 38.942481),10891,3.7128515693286643
463,EL PARAISO TEX-MEX,,HYATTSVILLE,MD,20912,6511 NEW HAMPSHIRE AVE,,Food Establishments,POINT (-77.00002 38.968864),10889,3.184421093303381
464,EL PUENTE DE ORO RESTAURANT,Full Service,HYATTSVILLE,MD,20783,1401 UNIVERSITY BLVD,,Food Establishments,POINT (-76.983919 38.98649),10889,2.091889705813691
465,EL PULGARCITO CARRYOUT,Carry-out,HYATTSVILLE,MD,20781,4330 CRITTENDEN ST,,Food Establishments,POINT (-76.944203 38.948239),8347,2.6006052383247145
466,EL QUETZAL RESTAURANT,Full Service,HYATTSVILLE,MD,20783,1401 UNIVERSITY BLVD,G117,Food Establishments,POINT (-76.983919 38.98649),10889,2.091889705813691
467,EL RODEO RESTAURANT,Full Service,RIVERDALE,MD,20737,6258 KENILWORTH AVE,,Food Establishments,POINT (-76.919012 38.964054),15302,2.0607221455096902
468,EL SOMBRERITO TEX MEX,Full Service,BELTSVILLE,MD,20705,11510 BALTIMORE AVE,,Food Establishments,POINT (-76.903707 39.042381),15750,4.485257480443933
469,EL TACO AZTECA,Bar/Tavern/Lounge,HYATTSVILLE,MD,20781,5014 EDMONSTON RD,,Food Establishments,POINT (-76.925843 38.950039),8347,2.683790106126777
470,EL TACO RICO,Carry-out,GREENBELT,MD,20770,6056 GREENBELT RD,,Food Establishments,POINT (-76.909262 38.997557),16242,2.087786274509065
471,EL TAPATIO MEXICAN RESTAURANT,Full Service,BLADENSBURG,MD,20710,4309 KENILWORTH AVE,,Food Establishments,POINT (-76.933082 38.943558),16001,2.993532502630981
472,EL TRIUNFO TEX-MEX RESTAURANT,Full Service,HYATTSVILLE,MD,20783,1835 UNIVERSITY BLVD,100,Food Establishments,POINT (-76.980298 38.984344),10889,1.8997842775171527
473,ELEANOR ROOSEVELT HIGH SCHOOL,Public School,GREENBELT,MD,20770,7601 HANOVER PKWY,,Food Establishments,POINT (-76.870936 38.996311),16242,4.05462066883968
474,ELIZABETH HOUSE,Limited Service,LAUREL,MD,20707,308 GORMAN AVE,,Food Establishments,POINT (-76.85034 39.098536),15996,9.290058698215992
475,ELKS LODGE 1778,Private Club,RIVERDALE,MD,20737,6700 KENILWORTH AVE,,Food Establishments,POINT (-76.917022 38.969422),15302,1.8915539508654962
476,ELKS LODGE 2332,Private Club,TEMPLE HILLS,MD,20748,7350 TEMPLE HILL RD,,Food Establishments,POINT (-76.926391 38.788997),15817,13.622015361084406
477,EMERITAS CARRYOUT,Carry-out,WEST HYATTSVILLE,MD,20782,5408 QUEENS CHAPEL RD,,Food Establishments,POINT (-76.961791 38.956167),8789,2.2420505997693585
478,BROOKDALE SENIOR LIVING AT WOODWARD ESTATES,Health Care Facility,BOWIE,MD,20716,14997 HEALTH CENTER DR,,Food Establishments,POINT (-76.745527 38.949595),16438,11.034190757909709
479,EMILYS RESTAURANT,Full Service,HYATTSVILLE,MD,20783,2065 UNIVERSITY BLVD,D & E & F,Food Establishments,POINT (-76.976207 38.983579),10889,1.684221866914884
480,ERNEST EVERETT JUST MIDDLE SCHOOL,Public School,MITCHELLVILLE,MD,20721,1300 CAMPUS WAY SOUTH,,Food Establishments,POINT (-76.829639 38.907418),17158,8.24602782408762
481,ERNIES CRAB HOUSE,Carry-out,LANHAM-SEABROOK,MD,20706,10553 GREENBELT RD,,Food Establishments,POINT (-76.822569 38.989751),15994,6.600264535389026
483,EVERLASTING LIFE,Restaurant,CAPITOL HEIGHTS,MD,20743,9185 CENTRAL AVE,,Food Establishments,POINT (-76.850578 38.891079),15568,8.290182632380247
484,EXCEL ACADEMY PUBLIC CHARTER SCHOOL,Public School,LANDOVER,MD,20785,7910 SCOTT RD,,Food Establishments,POINT (-76.868683 38.921773),31451,6.042849767460369
485,FAB GRILL & SEAFOOD,Fast Food,LANDOVER,MD,20785,6425 LANDOVER RD,,Food Establishments,POINT (-76.902765 38.932184),31451,4.351815326878027
486,FAIRFIELD INN BY MARRIOTT,Hotel,LAUREL,MD,20707,13700 BALTIMORE AVE,,Food Establishments,POINT (-76.866316 39.078115),15996,7.64130961257354
487,FAIRMONT HEIGHTS HIGH SCHOOL,Public School,CAPITOL HEIGHTS,MD,20743,1401 NYE ST,,Food Establishments,POINT (-76.920137 38.909575),15568,5.435798399001915
488,FAMOUS DAVES,Full Service,LAUREL,MD,20707,14140 BALTIMORE AVE,,Food Establishments,POINT (-76.862684 39.083815),15996,8.076973320221693
489,LA FUENTE BAR AND GRILL,Fast Food,CHEVERLY,MD,20785,5701 COLUMBIA PARK RD,,Food Establishments,POINT (-76.909273 38.916534),31451,5.16095074613409
490,FANNON HALL - SAINT AMBROSE CHURCH,Church/Temple/Mosque,LANDOVER,MD,20785,6310 JASON ST,,Food Establishments,POINT (-76.907539 38.928433),31451,4.451809089993342
491,FAR EAST CARRYOUT,Carry-out,CAPITOL HEIGHTS,MD,20743,5920 MARTIN LUTHER KING JR HWY,,Food Establishments,POINT (-76.905772 38.89726),15568,6.4727615675986945
493,FEDEX FIELD - 5TH FLOOR SUITES,Full Service,LANDOVER,MD,20785,1600 FEDEX WAY,,Food Establishments,POINT (-76.865027 38.9063),31451,6.983280860728971
494,FEDEX FIELD - MAIN KITCHEN,Full Service,LANDOVER,MD,20785,1600 FEDEX WAY,,Food Establishments,POINT (-76.865027 38.9063),31451,6.983280860728971
495,FEDEX FIELD - OWNERS CLUB,Full Service,LANDOVER,MD,20785,1600 FEDEX WAY,,Food Establishments,POINT (-76.865027 38.9063),31451,6.983280860728971
496,FEED BAG,Carry-out,SUITLAND,MD,20746,3718 OLD SILVER HILL RD,,Food Establishments,POINT (-76.947598 38.842474),15577,9.896855073073345
497,FIORELLA PIZZERIA CAFE,Restaurant,OXON HILL,MD,20745,152 NATIONAL PLZ,,Food Establishments,POINT (-77.01716 38.784382),15574,14.436127283418813
498,FIRST BAPTIST CHURCH,Church/Temple/Mosque,UPPER MARLBORO,MD,20772,7415 CRAIN HWY,,Food Establishments,POINT (-76.789686 38.787207),17002,16.06526263976075
499,FIRST BAPTIST CHURCH OF HIGHLAND PARK/SENIOR MEMBER CENTER,Church/Temple/Mosque,LANDOVER,MD,20785,6801 SHERIFF RD,,Food Establishments,POINT (-76.888873 38.910806),31451,6.001685307430097
500,FIRST BAPTIST CHURCH OF FAIRMOUNT HEIGHTS,Church/Temple/Mosque,CAPITOL HEIGHTS,MD,20743,806 58TH AVE,,Food Establishments,POINT (-76.916795 38.900967),15568,6.055740479241144
501,FIRST BAPTIST CHURCH OF GLENARDEN,Church/Temple/Mosque,LANDOVER,MD,20785,3600 BRIGHTSEAT RD,,Food Establishments,POINT (-76.85885 38.934361),15994,5.849672943085757
502,HIGHLAND PARK CHRISTIAN ACADEMY,Private School,LANDOVER,MD,20785,6801 SHERIFF RD,,Food Establishments,POINT (-76.888873 38.910806),31451,6.001685307430097
503,FIRST BAPTIST CHURCH OF LAUREL,Church/Temple/Mosque,LAUREL,MD,20707,15000 FIRST BAPTIST LN,,Food Establishments,POINT (-76.878175 39.098374),15996,8.55058502609823
505,FIRST MID ATLANTIC SEAFOOD,Carry-out,DISTRICT HTS,MD,20747,5812 SILVER HILL RD,,Food Establishments,POINT (-76.905772 38.85575),15814,9.226447817814748
507,FIRST UNITED METHODIST CHURCH/MEALS ON WHEELS,Church/Temple/Mosque,HYATTSVILLE,MD,20782,6201 BELCREST RD,,Food Establishments,POINT (-76.952791 38.96436),8789,1.5451213159642156
508,JOY'S KITCHEN,Carry-out,CAPITOL HEIGHTS,MD,20743,9244 EAST HAMPTON DR,203,Food Establishments,POINT (-76.846331 38.882844),15568,8.880801283014467
509,FISH MARKET RESTAURANT AND RAW BAR,Full Service,CLINTON,MD,20735,7611 OLD BRANCH AVE,,Food Establishments,POINT (-76.897997 38.784739),15298,14.108592671791
510,FLAMING GRILL,Buffet,OXON HILL,MD,20745,6051 OXON HILL RD,,Food Establishments,POINT (-76.979737 38.80445),15574,12.657516792877255
512,FLINTSTONE ELEMENTARY SCHOOL,Public School,OXON HILL,MD,20745,800 COMANCHE DR,,Food Establishments,POINT (-76.993653 38.806747),15574,12.634754243076546
513,FLORA'S RESTAURANT & CARRYOUT,Full Service,GLENARDEN,MD,20706,10621 GREENBELT RD,209,Food Establishments,POINT (-76.822218 38.989691),15994,6.618985484214332
514,FOOD FACTORY,Full Service,COLLEGE PARK,MD,20740,8145 BALTIMORE AVE,G & H,Food Establishments,POINT (-76.933698 38.99136),15305,0.7176082985150306
515,FOOD FOR LIFE CUISINE,,SUITLAND,MD,20746,4929 SUITLAND RD,,Food Establishments,POINT (-76.922373 38.847473),15577,9.629087944830069
516,FOOD LION 1414,Convenience Store,UPPER MARLBORO,MD,20772,9500 CRAIN HWY,,Food Establishments,POINT (-76.808273 38.759655),17002,17.264002594761877
517,FOOD LION 1662,Grocery Store,LAUREL,MD,20707,410 SANDY SPRING RD,,Food Establishments,POINT (-76.862862 39.106524),15996,9.421003201434209
518,WEIS MARKETS INC 276,Grocery Store,ACCOKEEK,MD,20607,15789 LIVINGSTON RD,,Food Establishments,POINT (-77.009568 38.669906),8834,22.07551424905832
519,WEIS MARKETS 290,Grocery Store,MITCHELLVILLE,MD,20721,12100 CENTRAL AVE,,Food Establishments,POINT (-76.796281 38.899384),8340,9.994480035666733
520,WEIS MARKETS INC 280,Convenience Store,UPPER MARLBORO,MD,20772,5715 CRAIN HWY,,Food Establishments,POINT (-76.739904 38.810666),17002,16.385248118258495
521,FOOLEE'S CARRYOUT RESTAURANT,Carry-out,UPPER MARLBORO,MD,20772,9524 CRAIN HWY,,Food Establishments,POINT (-76.808286 38.759632),17002,17.26513802845827
522,F.O.P LODGE 89,Private Club,UPPER MARLBORO,MD,20772,2905 OLD LARGO RD,,Food Establishments,POINT (-76.769869 38.848965),17002,13.35702119442533
524,FOREST HEIGHTS ELEMENTARY SCHOOL,Public School,OXON HILL,MD,20745,200 TALBERT DR,,Food Establishments,POINT (-77.002095 38.815843),15574,12.128867175974255
525,FOREST MEMORIAL UNITED METHODIST CHURCH,Church/Temple/Mosque,DISTRICT HTS,MD,20747,3111 FORESTVILLE RD,,Food Establishments,POINT (-76.872416 38.847286),15814,10.334394924153807
526,FOREST SQUARE DELI,,DISTRICT HTS,MD,20747,7803 PARSTON DR,,Food Establishments,POINT (-76.87233 38.847341),15814,10.332640738180556
527,FORESTVILLE HEALTH AND REHABILITATION CENTER,Health Care Facility,DISTRICT HTS,MD,20747,7420 MARLBORO PIKE,,Food Establishments,POINT (-76.878096 38.847759),15814,10.191827518413627
528,DISTRICT HEIGHTS ES AT FORESTVILLE MILITARY ACADEMY,,DISTRICT HEIGHTS,MD,20747,7001 BELTZ DR,,Food Establishments,POINT (-76.884314 38.837336),15814,10.760621670811874
529,FORT FOOTE ELEMENTARY SCHOOL,Public School,FORT WASHINGTON,MD,20744,8300 OXON HILL RD,,Food Establishments,POINT (-77.00602 38.775951),15572,14.852756411358106
530,FORT WASHINGTON FOREST ELEMENTARY SCHOOL,Public School,FORT WASHINGTON,MD,20744,1300 FILLMORE RD,,Food Establishments,POINT (-76.985892 38.708436),15572,19.2679902093237
531,FORT WASHINGTON HEALTH & REHABILITATION,Health Care Facility,FORT WASHINGTON,MD,20744,12021 LIVINGSTON RD,,Food Establishments,POINT (-76.986781 38.722324),15572,18.3224215924878
532,FORT WASHINGTON MEDICAL CENTER,Health Care Facility,FORT WASHINGTON,MD,20744,11711 LIVINGSTON RD,,Food Establishments,POINT (-76.991588 38.728813),15572,17.91274915106313
533,SARDI'S CATERING,Catering Only,COLLEGE PARK,MD,20740,9204 BALTIMORE AVE,,Food Establishments,POINT (-76.929967 39.006087),15305,1.6105227480432167
534,FRANCES FUCHS CAFETERIA,Public School,BELTSVILLE,MD,20705,11011 CHERRY HILL RD,,Food Establishments,POINT (-76.944235 39.034583),10889,3.356272423036916
535,FRANCIS CARRYOUT,Full Service,MOUNT RAINIER,MD,20712,3856 34TH ST,,Food Establishments,POINT (-76.960759 38.938028),16003,3.410865183771072
536,FRANCIS SCOTT KEY ELEMENTARY SCHOOL,Public School,DISTRICT HTS,MD,20747,2301 SCOTT KEY DR,,Food Establishments,POINT (-76.902569 38.860922),15814,8.922300290791062
537,FRANCIS T EVANS ELEMENTARY SCHOOL,Public School,clinton,MD,20735,6720 old alexandria ferry RD,,Food Establishments,POINT (-76.891283 38.783697),15298,14.248546794463682
538,FRANKLINS,Full Service,HYATTSVILLE,MD,20781,5121 BALTIMORE AVE,,Food Establishments,POINT (-76.939947 38.952795),8347,2.3024944440142323
539,FRATELLI RESTAURANT,Full Service,CHEVERLY,MD,20784,5820 LANDOVER RD,,Food Establishments,POINT (-76.91817 38.935731),10891,3.7538320388625857
540,FREDERICK DOUGLASS HIGH SCHOOL,Public School,UPPER MARLBORO,MD,20772,8000 CROOM RD,,Food Establishments,POINT (-76.782871 38.78098),17002,16.623806599003235
542,FRESH DELI,Deli,LANDOVER,MD,20785,4301 GARDEN CITY DR,108,Food Establishments,POINT (-76.868574 38.948596),31451,4.8583375205961525
543,FRIENDLY HIGH SCHOOL,Public School,FORT WASHINGTON,MD,20744,10000 ALLENTOWN RD,,Food Establishments,POINT (-76.970235 38.752023),15572,16.192141805721743
544,FRIENDLY MARKET GMD Friendly INC,Convenience Store,FORT WASHINGTON,MD,20744,11500 OLD FORT RD,,Food Establishments,POINT (-76.975949 38.732888),15572,17.534352845697423
545,FROM THE HEART CHURCH MINISTRIES & CHRISTIAN SCHOOL,Private School,SUITLAND,MD,20746,4949 ALLENTOWN RD,,Food Establishments,POINT (-76.892665 38.816898),15577,11.997416951634603
546,FUJI MOUNTAIN STEAK HOUSE,Full Service,TEMPLE HILLS,MD,20748,4237 BRANCH AVE,,Food Establishments,POINT (-76.941349 38.832986),15817,10.552304432652127
547,FUTURE CARE PINEVIEW,Health Care Facility,CLINTON,MD,20735,9106 PINE VIEW LN,,Food Establishments,POINT (-76.888213 38.763889),15298,15.62048928151354
548,FEELIN' CRABBY,Carry-out,CAPITOL HEIGHTS,MD,20743,569 RITCHIE RD,,Food Establishments,POINT (-76.859291 38.881256),15568,8.573076080096437
549,G JAMES GHOLSON MIDDLE SCHOOL,Public School,LANDOVER,MD,20785,900 NALLEY RD,,Food Establishments,POINT (-76.873761 38.903501),31451,6.862173749946154
551,GAH RHAM RESTAURANT,Full Service,BELTSVILLE,MD,20705,5027 GARRETT AVE,,Food Establishments,POINT (-76.905268 39.041272),15750,4.3772978859563985
552,GALAXY SPORTS BAR & GRILL,Night Club,HYATTSVILLE,MD,20783,2031 UNIVERSITY BLVD,B,Food Establishments,POINT (-76.977305 38.98347),10889,1.7437885353082268
553,Gallos Italian Grocery,Carry-out,DISTRICT HTS,MD,20747,6342 MARLBORO PIKE,,Food Establishments,POINT (-76.897769 38.853764),15814,9.466743866509665
